,Company,Date,Sentiment,Total Mentions
1825,TSLA,8/31/2020,15.7221,32
1826,S&P500,8/31/2020,0,0
1827,GME,9/1/2020,0,0
1828,TSLA,9/1/2020,8.481,19
1829,S&P500,9/1/2020,0,0
1830,GME,9/2/2020,0,0
1831,TSLA,9/2/2020,5.1968,11
1832,S&P500,9/2/2020,0,0
1833,GME,9/3/2020,0,0
1834,TSLA,9/3/2020,1.0309,19
1835,S&P500,9/3/2020,0,0
1836,GME,9/4/2020,0,0
1837,TSLA,9/4/2020,2.4492,19
1838,S&P500,9/4/2020,0,0
1839,GME,9/5/2020,0,0
1840,TSLA,9/5/2020,0,0
1841,S&P500,9/5/2020,0,0
1842,GME,9/6/2020,0,0
1843,TSLA,9/6/2020,1.2875,8
1844,S&P500,9/6/2020,0,0
1845,GME,9/7/2020,0,0
1846,TSLA,9/7/2020,-0.4588,1
1847,S&P500,9/7/2020,0,0
1848,GME,9/8/2020,0,0
1849,TSLA,9/8/2020,3.4289,36
1850,S&P500,9/8/2020,0,0
1851,GME,9/9/2020,-0.0387,2
1852,TSLA,9/9/2020,3.1688,32
1853,S&P500,9/9/2020,0,0
1854,GME,9/10/2020,-0.1544,2
1855,TSLA,9/10/2020,2.1867,11
1856,S&P500,9/10/2020,0,0
1857,GME,9/11/2020,0,0
1858,TSLA,9/11/2020,1.4278,10
1859,S&P500,9/11/2020,0,0
1860,GME,9/12/2020,0,0
1861,TSLA,9/12/2020,0.2522,2
1862,S&P500,9/12/2020,0,0
1863,GME,9/13/2020,0,0
1864,TSLA,9/13/2020,-0.0258,1
1865,S&P500,9/13/2020,0,0
1866,GME,9/14/2020,0,0
1867,TSLA,9/14/2020,2.3369,6
1868,S&P500,9/14/2020,0,0
1869,GME,9/15/2020,0,0
1870,TSLA,9/15/2020,3.41,13
1871,S&P500,9/15/2020,0,0
1872,GME,9/16/2020,0,0
1873,TSLA,9/16/2020,0.2831,8
1874,S&P500,9/16/2020,0,0
1875,GME,9/17/2020,0,0
1876,TSLA,9/17/2020,1.9024,11
1877,S&P500,9/17/2020,0,0
1878,GME,9/18/2020,0,0
1879,TSLA,9/18/2020,3.7755,7
1880,S&P500,9/18/2020,0,0
1881,GME,9/19/2020,0,0
1882,TSLA,9/19/2020,0,0
1883,S&P500,9/19/2020,0,0
1884,GME,9/20/2020,0,0
1885,TSLA,9/20/2020,5.6425,14
1886,S&P500,9/20/2020,0,0
1887,GME,9/21/2020,0,0
1888,TSLA,9/21/2020,4.2909,16
1889,S&P500,9/21/2020,0,0
1890,GME,9/22/2020,0.5464,2
1891,TSLA,9/22/2020,6.0257,26
1892,S&P500,9/22/2020,0,0
1893,GME,9/23/2020,0,0
1894,TSLA,9/23/2020,4.6752,27
1895,S&P500,9/23/2020,0,0
1896,GME,9/24/2020,0,0
1897,TSLA,9/24/2020,1.6638,10
1898,S&P500,9/24/2020,0,0
1899,GME,9/25/2020,0,0
1900,TSLA,9/25/2020,0.296,1
1901,S&P500,9/25/2020,0,0
1902,GME,9/26/2020,0,0
1903,TSLA,9/26/2020,1.486,2
1904,S&P500,9/26/2020,0,0
1905,GME,9/27/2020,0,0
1906,TSLA,9/27/2020,0.9445,3
1907,S&P500,9/27/2020,0,0
1908,GME,9/28/2020,0,0
1909,TSLA,9/28/2020,0.6251,2
1910,S&P500,9/28/2020,0,0
1911,GME,9/29/2020,0,0
1912,TSLA,9/29/2020,0.2732,1
1913,S&P500,9/29/2020,0,0
1914,GME,9/30/2020,0,0
1915,TSLA,9/30/2020,1.3469,4
1916,S&P500,9/30/2020,0,0
1917,GME,10/1/2020,0,0
1918,TSLA,10/1/2020,1.3887,6
1919,S&P500,10/1/2020,0,0
1920,GME,10/2/2020,0,0
1921,TSLA,10/2/2020,3.7773,20
1922,S&P500,10/2/2020,0,0
1923,GME,10/3/2020,0,0
1924,TSLA,10/3/2020,15.578,33
1925,S&P500,10/3/2020,0,0
1926,GME,10/4/2020,0,0
1927,TSLA,10/4/2020,0,0
1928,S&P500,10/4/2020,0,0
1929,GME,10/5/2020,0,0
1930,TSLA,10/5/2020,0,0
1931,S&P500,10/5/2020,0,0
1932,GME,10/6/2020,0,0
1933,TSLA,10/6/2020,0,0
1934,S&P500,10/6/2020,0,0
1935,GME,10/7/2020,0,0
1936,TSLA,10/7/2020,1.336,30
1937,S&P500,10/7/2020,0,0
1938,GME,10/8/2020,0,0
1939,TSLA,10/8/2020,0.8161,3
1940,S&P500,10/8/2020,0,0
1941,GME,10/9/2020,0,0
1942,TSLA,10/9/2020,1.4321,4
1943,S&P500,10/9/2020,0,0
1944,GME,10/10/2020,1.3083,3
1945,TSLA,10/10/2020,0,0
1946,S&P500,10/10/2020,0,0
1947,GME,10/11/2020,0,0
1948,TSLA,10/11/2020,0,0
1949,S&P500,10/11/2020,0,0
1950,GME,10/12/2020,0,0
1951,TSLA,10/12/2020,0,0
1952,S&P500,10/12/2020,0,0
1953,GME,10/13/2020,0,0
1954,TSLA,10/13/2020,2.067,5
1955,S&P500,10/13/2020,0,0
1956,GME,10/14/2020,0,0
1957,TSLA,10/14/2020,5.0537,16
1958,S&P500,10/14/2020,0,0
1959,GME,10/15/2020,0,0
1960,TSLA,10/15/2020,1.4438,3
1961,S&P500,10/15/2020,0,0
1962,GME,10/16/2020,0,0
1963,TSLA,10/16/2020,1.7881,4
1964,S&P500,10/16/2020,0,0
1965,GME,10/17/2020,0,0
1966,TSLA,10/17/2020,0.3432,4
1967,S&P500,10/17/2020,0,0
1968,GME,10/18/2020,0,0
1969,TSLA,10/18/2020,0,0
1970,S&P500,10/18/2020,0,0
1971,GME,10/19/2020,0,0
1972,TSLA,10/19/2020,2.463,5
1973,S&P500,10/19/2020,0,0
1974,GME,10/20/2020,0,0
1975,TSLA,10/20/2020,1.2133,4
1976,S&P500,10/20/2020,0,0
1977,GME,10/21/2020,0,0
1978,TSLA,10/21/2020,5.2211,25
1979,S&P500,10/21/2020,0,0
1980,GME,10/22/2020,0,0
1981,TSLA,10/22/2020,21.3354,67
1982,S&P500,10/22/2020,0,0
1983,GME,10/23/2020,0,0
1984,TSLA,10/23/2020,-1.6902,21
1985,S&P500,10/23/2020,0,0
1986,GME,10/24/2020,0,0
1987,TSLA,10/24/2020,0,0
1988,S&P500,10/24/2020,0,0
1989,GME,10/25/2020,0,0
1990,TSLA,10/25/2020,0,0
1991,S&P500,10/25/2020,0,0
1992,GME,10/26/2020,0,0
1993,TSLA,10/26/2020,2.4861,16
1994,S&P500,10/26/2020,0,0
1995,GME,10/27/2020,0,0
1996,TSLA,10/27/2020,0,0
1997,S&P500,10/27/2020,0,0
1998,GME,10/28/2020,0,0
1999,TSLA,10/28/2020,1.6906,5
2000,S&P500,10/28/2020,0,0
2001,GME,10/29/2020,0,0
2002,TSLA,10/29/2020,0,0
2003,S&P500,10/29/2020,0,0
2004,GME,10/30/2020,0,0
2005,TSLA,10/30/2020,0.5256,1
2006,S&P500,10/30/2020,0,0
2007,GME,10/31/2020,0,0
2008,TSLA,10/31/2020,0,0
2009,S&P500,10/31/2020,0,0
2010,GME,11/1/2020,0,0
2011,TSLA,11/1/2020,0,0
2012,S&P500,11/1/2020,0,0
2013,GME,11/2/2020,0,0
2014,TSLA,11/2/2020,0.3612,1
2015,S&P500,11/2/2020,0,0
2016,GME,11/3/2020,0,0
2017,TSLA,11/3/2020,1.5785,9
2018,S&P500,11/3/2020,0,0
2019,GME,11/4/2020,0,0
2020,TSLA,11/4/2020,0,0
2021,S&P500,11/4/2020,0,0
2022,GME,11/5/2020,0,0
2023,TSLA,11/5/2020,0,0
2024,S&P500,11/5/2020,0,0
2025,GME,11/6/2020,0,0
2026,TSLA,11/6/2020,-0.3182,1
2027,S&P500,11/6/2020,0,0
2028,GME,11/7/2020,0,0
2029,TSLA,11/7/2020,0.6124,1
2030,S&P500,11/7/2020,0,0
2031,GME,11/8/2020,0,0
2032,TSLA,11/8/2020,0,0
2033,S&P500,11/8/2020,0,0
2034,GME,11/9/2020,0,0
2035,TSLA,11/9/2020,3.3828,16
2036,S&P500,11/9/2020,0,0
2037,GME,11/10/2020,0,0
2038,TSLA,11/10/2020,1.139,22
2039,S&P500,11/10/2020,0,0
2040,GME,11/11/2020,0,0
2041,TSLA,11/11/2020,-0.3182,1
2042,S&P500,11/11/2020,0,0
2043,GME,11/12/2020,0,0
2044,TSLA,11/12/2020,0.0772,1
2045,S&P500,11/12/2020,0,0
2046,GME,11/13/2020,0,0
2047,TSLA,11/13/2020,0.6215,4
2048,S&P500,11/13/2020,0,0
2049,GME,11/14/2020,0,0
2050,TSLA,11/14/2020,-0.3875,1
2051,S&P500,11/14/2020,0,0
2052,GME,11/15/2020,0,0
2053,TSLA,11/15/2020,0,2
2054,S&P500,11/15/2020,0,0
2055,GME,11/16/2020,0,0
2056,TSLA,11/16/2020,5.3991,11
2057,S&P500,11/16/2020,0,0
2058,GME,11/17/2020,0.1544,2
2059,TSLA,11/17/2020,14.6456,34
2060,S&P500,11/17/2020,0,0
2061,GME,11/18/2020,0,0
2062,TSLA,11/18/2020,2.1617,7
2063,S&P500,11/18/2020,0,0
2064,GME,11/19/2020,0,0
2065,TSLA,11/19/2020,6.1697,18
2066,S&P500,11/19/2020,0,0
2067,GME,11/20/2020,0,0
2068,TSLA,11/20/2020,3.5504,15
2069,S&P500,11/20/2020,0,0
2070,GME,11/21/2020,1.5755,5
2071,TSLA,11/21/2020,2.2893,4
2072,S&P500,11/21/2020,0,0
2073,GME,11/22/2020,0,0
2074,TSLA,11/22/2020,0,0
2075,S&P500,11/22/2020,0,0
2076,GME,11/23/2020,0,0
2077,TSLA,11/23/2020,5.6956,17
2078,S&P500,11/23/2020,0,0
2079,GME,11/24/2020,0,0
2080,TSLA,11/24/2020,7.5947,14
2081,S&P500,11/24/2020,0,0
2082,GME,11/25/2020,0,0
2083,TSLA,11/25/2020,-0.4867,11
2084,S&P500,11/25/2020,0,0
2085,GME,11/26/2020,0,0
2086,TSLA,11/26/2020,0,0
2087,S&P500,11/26/2020,0,0
2088,GME,11/27/2020,0,0
2089,TSLA,11/27/2020,1.4422,2
2090,S&P500,11/27/2020,0,0
2091,GME,11/28/2020,0,0
2092,TSLA,11/28/2020,2.4859,6
2093,S&P500,11/28/2020,0,0
2094,GME,11/29/2020,0,0
2095,TSLA,11/29/2020,0,0
2096,S&P500,11/29/2020,0,0
2097,GME,11/30/2020,0,0
2098,TSLA,11/30/2020,3.9034,14
2099,S&P500,11/30/2020,0,0
2100,GME,12/1/2020,0,0
2101,TSLA,12/1/2020,2.7318,25
2102,S&P500,12/1/2020,0,0
2103,GME,12/2/2020,0,0
2104,TSLA,12/2/2020,1.1951,3
2105,S&P500,12/2/2020,0,0
2106,GME,12/3/2020,0,0
2107,TSLA,12/3/2020,1.7676,6
2108,S&P500,12/3/2020,0,0
2109,GME,12/4/2020,0,0
2110,TSLA,12/4/2020,1.0138,3
2111,S&P500,12/4/2020,0,0
2112,GME,12/5/2020,0,0
2113,TSLA,12/5/2020,-0.1027,3
2114,S&P500,12/5/2020,0,0
2115,GME,12/6/2020,0,0
2116,TSLA,12/6/2020,0,0
2117,S&P500,12/6/2020,0,0
2118,GME,12/7/2020,0,0
2119,TSLA,12/7/2020,0.5859,1
2120,S&P500,12/7/2020,0,0
2121,GME,12/8/2020,0,0
2122,TSLA,12/8/2020,6.1866,18
2123,S&P500,12/8/2020,0,0
2124,GME,12/9/2020,-1.1224,3
2125,TSLA,12/9/2020,0.6486,2
2126,S&P500,12/9/2020,0,0
2127,GME,12/10/2020,0,0
2128,TSLA,12/10/2020,0,1
2129,S&P500,12/10/2020,0,0
2130,GME,12/11/2020,0,0
2131,TSLA,12/11/2020,5.9084,26
2132,S&P500,12/11/2020,0,0
2133,GME,12/12/2020,0,0
2134,TSLA,12/12/2020,1.0267,9
2135,S&P500,12/12/2020,0,0
2136,GME,12/13/2020,0,0
2137,TSLA,12/13/2020,0,0
2138,S&P500,12/13/2020,0,0
2139,GME,12/14/2020,0,0
2140,TSLA,12/14/2020,2.4319,11
2141,S&P500,12/14/2020,0,0
2142,GME,12/15/2020,0,0
2143,TSLA,12/15/2020,6.8174,27
2144,S&P500,12/15/2020,0,0
2145,GME,12/16/2020,0,0
2146,TSLA,12/16/2020,0,0
2147,S&P500,12/16/2020,0,0
2148,GME,12/17/2020,0,0
2149,TSLA,12/17/2020,1.1588,3
2150,S&P500,12/17/2020,0,0
2151,GME,12/18/2020,0,0
2152,TSLA,12/18/2020,7.049,43
2153,S&P500,12/18/2020,0,0
2154,GME,12/19/2020,0,0
2155,TSLA,12/19/2020,1.0538,5
2156,S&P500,12/19/2020,0,0
2157,GME,12/20/2020,0,0
2158,TSLA,12/20/2020,4.3458,11
2159,S&P500,12/20/2020,0,0
2160,GME,12/21/2020,0,1
2161,TSLA,12/21/2020,1.5835,8
2162,S&P500,12/21/2020,0,0
2163,GME,12/22/2020,0,0
2164,TSLA,12/22/2020,6.0964,33
2165,S&P500,12/22/2020,0,0
2166,GME,12/23/2020,0,0
2167,TSLA,12/23/2020,0.0655,2
2168,S&P500,12/23/2020,0,0
2169,GME,12/24/2020,0,2
2170,TSLA,12/24/2020,0.1198,3
2171,S&P500,12/24/2020,0,0
2172,GME,12/25/2020,0,0
2173,TSLA,12/25/2020,0,0
2174,S&P500,12/25/2020,0,0
2175,GME,12/26/2020,0,0
2176,TSLA,12/26/2020,0,0
2177,S&P500,12/26/2020,0,0
2178,GME,12/27/2020,0,0
2179,TSLA,12/27/2020,4.3631,18
2180,S&P500,12/27/2020,0,0
2181,GME,12/28/2020,0,0
2182,TSLA,12/28/2020,1.1202,2
2183,S&P500,12/28/2020,0,0
2184,GME,12/29/2020,0,0
2185,TSLA,12/29/2020,0,0
2186,S&P500,12/29/2020,0,0
2187,GME,12/30/2020,0,0
2188,TSLA,12/30/2020,0.6954,2
2189,S&P500,12/30/2020,0,0
2190,GME,12/31/2020,0,0
2191,TSLA,12/31/2020,3.456,8
2192,S&P500,12/31/2020,0,0
